@RELATION teste

@ATTRIBUTE C0	REAL
@ATTRIBUTE C1	REAL
@ATTRIBUTE C2	REAL
@ATTRIBUTE C3	REAL
@ATTRIBUTE C4	REAL
@ATTRIBUTE C5	REAL
@ATTRIBUTE C6	REAL
@ATTRIBUTE C7	REAL
@ATTRIBUTE C8	REAL
@ATTRIBUTE C9	REAL
@ATTRIBUTE C10	REAL
@ATTRIBUTE C11	REAL
@ATTRIBUTE C12	REAL
@ATTRIBUTE C13	REAL
@ATTRIBUTE C14	REAL
@ATTRIBUTE C15	REAL
@ATTRIBUTE C16	REAL
@ATTRIBUTE C17	REAL
@ATTRIBUTE C18	REAL
@ATTRIBUTE C19	REAL
@ATTRIBUTE C20	REAL
@ATTRIBUTE C21	REAL
@ATTRIBUTE C22	REAL
@ATTRIBUTE C23	REAL
@ATTRIBUTE C24	REAL
@ATTRIBUTE C25	REAL
@ATTRIBUTE C26	REAL
@ATTRIBUTE C27	REAL
@ATTRIBUTE C28	REAL
@ATTRIBUTE C29	REAL
@ATTRIBUTE C30	REAL
@ATTRIBUTE C31	REAL
@ATTRIBUTE C32	REAL
@ATTRIBUTE C33	REAL
@ATTRIBUTE C34	REAL
@ATTRIBUTE C35	REAL
@ATTRIBUTE C36	REAL
@ATTRIBUTE C37	REAL
@ATTRIBUTE C38	REAL
@ATTRIBUTE C39	REAL
@ATTRIBUTE C40	REAL
@ATTRIBUTE C41	REAL
@ATTRIBUTE C42	REAL
@ATTRIBUTE C43	REAL
@ATTRIBUTE C44	REAL
@ATTRIBUTE C45	REAL
@ATTRIBUTE C46	REAL
@ATTRIBUTE C47	REAL
@ATTRIBUTE C48	REAL
@ATTRIBUTE C49	REAL
@ATTRIBUTE C50	REAL
@ATTRIBUTE C51	REAL
@ATTRIBUTE C52	REAL
@ATTRIBUTE C53	REAL
@ATTRIBUTE C54	REAL
@ATTRIBUTE C55	REAL
@ATTRIBUTE C56	REAL
@ATTRIBUTE C57	REAL
@ATTRIBUTE C58	REAL
@ATTRIBUTE C59	REAL
@ATTRIBUTE C60	REAL
@ATTRIBUTE C61	REAL
@ATTRIBUTE C62	REAL
@ATTRIBUTE C63	REAL
@ATTRIBUTE C64	REAL
@ATTRIBUTE C65	REAL
@ATTRIBUTE C66	REAL
@ATTRIBUTE C67	REAL
@ATTRIBUTE C68	REAL
@ATTRIBUTE C69	REAL
@ATTRIBUTE C70	REAL
@ATTRIBUTE C71	REAL
@ATTRIBUTE C72	REAL
@ATTRIBUTE C73	REAL
@ATTRIBUTE C74	REAL
@ATTRIBUTE C75	REAL
@ATTRIBUTE C76	REAL
@ATTRIBUTE C77	REAL
@ATTRIBUTE C78	REAL
@ATTRIBUTE C79	REAL
@ATTRIBUTE C80	REAL
@ATTRIBUTE C81	REAL
@ATTRIBUTE C82	REAL
@ATTRIBUTE C83	REAL
@ATTRIBUTE C84	REAL
@ATTRIBUTE C85	REAL
@ATTRIBUTE C86	REAL
@ATTRIBUTE C87	REAL
@ATTRIBUTE C88	REAL
@ATTRIBUTE C89	REAL
@ATTRIBUTE C90	REAL
@ATTRIBUTE C91	REAL
@ATTRIBUTE C92	REAL
@ATTRIBUTE C93	REAL
@ATTRIBUTE C94	REAL
@ATTRIBUTE C95	REAL
@ATTRIBUTE C96	REAL
@ATTRIBUTE C97	REAL
@ATTRIBUTE C98	REAL
@ATTRIBUTE C99	REAL
@ATTRIBUTE C100	REAL
@ATTRIBUTE C101	REAL
@ATTRIBUTE C102	REAL
@ATTRIBUTE C103	REAL
@ATTRIBUTE C104	REAL
@ATTRIBUTE classe {corn,grain,acq,wheat,ship,money-fx,interest,earn,crude,trade}


@DATA
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1175, 0, 0, 0, 0, 0.0331, 0, 0, 0, 0.79, 0, 0, 0, 0, 0.2361, 0.44, 0, 0, 0, 0, 0, 0, 0, 0, 1.34, 0.0343, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0452, 0.0332, 0, 0, 0, 0, 0, 0, 0.3475, 0, 0, 0, 10.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.053, 0.075, 0, 0, 0, 0, 0, 0, 0, 0, 0.0244, 0, 1.72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1132, 0, 0.0703,acq
0, 0.0826, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0586, 1.23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1479, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2783, 0, 0, 0.0817, 0, 0, 0, 0, 0, 0.0738, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1075, 0, 0, 0.047, 0.94, 0, 0, 0, 0, 0, 0, 0, 0, 0.0473, 0, 0, 0, 0, 0, 0.0587, 0.2271, 0.1567, 0.195, 0, 0, 0, 0, 0.995, 0, 0.0244, 0, 2.1167, 0, 0, 0.068, 0, 0, 0.186, 0, 0, 0.0335, 0, 0, 0, 0.0561,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.115, 0, 0.3489, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.425, 0, 0, 0.295, 0, 0, 0, 2.81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5563, 0, 0, 0, 0.0964, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5067, 0, 0, 0, 0, 0, 0.0973, 0, 0, 0, 0, 0, 0.1489, 0,acq
0, 0, 0.0679, 0, 0.1388, 0, 0, 0, 0, 0, 0, 0, 0.91, 0, 0.0391, 0.2036, 0, 0, 0.2017, 0, 0, 0, 0, 0.2235, 0.1625, 0, 0, 0.1164, 0, 0, 0, 0, 0, 0, 0, 0.1233, 0, 0, 0, 0, 0, 0, 0, 0.0441, 0, 0, 0, 0.3243, 0, 0, 0, 0, 0, 0.0519, 0, 0.4767, 0, 0, 0, 0, 0.3775, 0, 0, 0.0713, 0.94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2983, 0.0791, 0.3029, 0.0833, 0, 0, 0.1191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0685, 0, 0.2468, 0, 0.2364,acq
0, 0, 0.0679, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0366, 0, 0, 0, 0, 0, 0, 0, 0, 0.1018, 0, 0, 0.1929, 0, 0, 0, 0, 0, 0, 0, 0, 0.4608, 0, 0.032, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2625, 0, 0, 0, 1.87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3207, 0, 0, 0, 0, 0, 0, 0.495, 0, 0.0244, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,acq
0, 0, 0.0457, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0243, 0.0821, 0, 0, 0, 0, 0, 0, 0, 0.1426, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0373, 1.87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3786, 0, 0, 0.2643, 0, 0, 0, 0, 0, 0, 0, 0.7933, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.48, 0, 0, 0,acq
0, 0, 0.1004, 0.255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1645, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0933, 0.326, 0, 0.0944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0317, 0, 0, 0, 0, 2.5428, 0, 0, 0.1767, 0, 0, 0, 0, 0, 0, 2.81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.415, 0.0708, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0589, 0, 0, 0.0348, 1.03, 0, 0, 0.11, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0906, 0.2529, 0, 0, 0, 0, 4.75, 0, 0, 0.1532, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0933, 0, 0.0997, 0, 0, 0, 0, 0, 0.0948, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2536, 0, 0, 0, 0, 0, 0, 0, 0, 0.0507, 0.94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.495, 0, 0, 0, 0, 0, 0, 0.1364, 0.1295, 0.1786, 0.0973, 0, 0, 0.0335, 0, 0.1052, 0, 0.0564,acq
0, 0.1078, 0.0889, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0636, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3073, 0, 0, 0, 0.0891, 0, 0, 0, 0, 0, 0, 0.0686, 0, 0, 0, 0.3167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0292, 0, 0, 0.071, 0, 0.0484, 0, 0, 0, 0, 0.117, 0.265, 0.0718, 0, 0.0437, 0.94, 0, 0, 0, 0, 0, 0.6718, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0839, 0, 0, 0, 0, 0.0706, 0, 0, 0, 0, 0, 0.1184, 0, 0, 0, 0, 0, 0, 0, 0, 0,acq
0, 0, 0.0418, 0, 0, 0, 0.108, 0, 0, 0, 0, 0, 0, 0, 0.0331, 0, 0, 0, 2.7783, 0, 0, 0, 0, 0.268, 0, 0, 0, 0, 0, 0, 0, 0, 0.1019, 2.68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2276, 0.0985, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5521, 0.325, 0, 0, 0.0613, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1077, 0, 0, 0, 0, 0.7067, 0, 0.2243, 0.1042, 0, 0, 0, 0, 0, 0, 0, 0, 1.445, 0, 0, 0, 0.0936, 0, 0.8386, 0, 0.0348, 0, 0, 0, 0, 0, 0,acq
0, 0, 0.1879, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0636, 0, 0.0609, 0, 0, 0, 0.39, 0, 0, 0, 0, 0.2275, 0, 0, 0, 0, 0, 0.0513, 0, 0, 0, 1.34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0866, 0.1723, 0, 0, 0, 0, 0, 0.207, 0, 0, 0.1213, 0, 0, 0, 0.1633, 0, 0, 0, 0.075, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0874, 0, 0, 0, 0, 0.1574, 0, 0, 0, 0, 0, 0, 0, 0.8333, 0, 0.068, 0.0711, 1.3386, 0, 0, 0, 0.0675, 0, 0.154, 0, 0.0782,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0331, 0, 0, 0, 0.9283, 0, 0, 0.275, 0, 0.1142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.296, 0, 0, 0, 0.088, 0, 0, 0, 0, 0, 0.23, 0, 1.34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.605, 0, 0.2993, 0, 0, 0, 0.0735, 0, 0, 0, 0, 0, 0.72, 0, 0, 0, 0.1852, 0.0832, 0.1371, 0, 0, 0, 0, 0, 0.0504, 0, 0.0264,acq
0, 0, 0.0418, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1129, 0.0857, 0, 0.3783, 2.2383, 0, 0, 0.85, 0, 0.2274, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.04, 0, 0, 0, 0.1017, 0, 0, 0, 0, 0, 0.2507, 0.1469, 0, 0, 0, 0, 0.0631, 0.272, 0, 0.0733, 0.0387, 0.0484, 0.3167, 0, 0, 0, 0, 0.11, 0, 0, 0.0513, 0, 0, 0, 0, 0, 0, 0, 0.2714, 0, 0, 0.2167, 0, 0, 0, 0.235, 0.1987, 0.4486, 0, 0, 0, 0.043, 0, 0.285, 0, 0, 0, 0.72, 0, 0, 0, 0, 0.0584, 1.1914, 0.2527, 0, 0, 0, 0, 0, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1175, 0, 0, 0, 0, 0, 0, 0, 0, 0.5383, 0, 0, 0, 0, 0.1632, 0.335, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0569, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.234, 0.3388, 0, 0, 0, 0, 0, 0.0943, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0244, 0, 0, 0.46, 0, 0, 0.0668, 0.93, 0, 0, 0, 0.0335, 0, 0, 0, 0.0788,acq
0, 0, 0, 0, 0, 0, 0.162, 0, 0, 0, 0, 0, 0.0593, 0, 0.0311, 0.2464, 0, 0, 0.39, 0, 0, 0, 0, 0.2332, 0, 0, 0, 0.2973, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0879, 0.39, 0, 0, 0, 0, 0.0486, 0, 0, 0, 0.1021, 0, 0, 0, 0.865, 0, 0, 0.0463, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0473, 0, 1.286, 0, 0, 0, 0.0383, 0.1579, 0.0783, 0, 0.3957, 0, 0, 0, 0, 0, 0, 0, 0, 1.3833, 0, 0, 0, 1.85, 0, 0, 1.03, 0, 0, 0, 0, 0.0485,acq
0, 0, 0.0343, 0, 0.1044, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0634, 0, 0, 0, 0, 0, 0, 0, 0, 0.2802, 0, 0, 0, 0, 0, 0, 0, 0, 0.2869, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1831, 0, 0, 0, 0, 0, 0.0439, 0, 0, 0, 0, 0.0736, 0, 0, 0, 0, 0, 0.4188, 0, 0, 0.0437, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0605, 0, 0, 0, 1.3467, 0, 0.1117, 0, 0, 0, 0, 0.1278, 0, 0, 0, 0, 0.0364, 0, 0, 0.4167, 0, 0.4756, 0, 1.6614, 0, 0.1203, 0, 0, 0, 0, 0.0572, 0,acq
0, 0, 1.0854, 0, 0.085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0331, 0, 0, 0, 0.77, 0, 0, 0.425, 0, 0.2725, 0, 0, 0, 0, 0, 0.0994, 0, 0, 0, 0, 0.2038, 0.255, 0, 0.0371, 0.0728, 0, 0, 7.75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0514, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.222, 0, 0.9167, 0.235, 0, 0, 0.22, 0, 0.2643, 0.0613, 0, 0, 0, 0, 0.0231, 0.72, 0, 0.46, 0, 0, 0, 1.2986, 0, 0, 0, 0.0335, 0, 0, 0, 0,acq
0, 0, 0.0625, 0, 0.14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.132, 0.1463, 0, 0, 0, 0, 0, 0, 0, 0.3438, 0, 0.051, 0, 0, 0, 0, 0, 0, 0, 0, 0.1059, 0, 0, 0, 0, 0, 0, 0, 0, 0.071, 0, 0.0484, 0, 0, 0, 0, 0, 0.0463, 0, 0, 0.1123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1493, 0.6642, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1184, 0.4129, 0, 0.0464, 0, 0, 0, 0, 0, 0.1161,acq
0, 0.0761, 0.2461, 0, 0.085, 0, 0.114, 0, 0, 0.9875, 0, 0, 0, 0, 0.1057, 0, 0, 0, 0, 0, 0, 0, 0, 0.3864, 0, 0, 0, 0, 0, 0.0494, 0, 0, 0, 0, 0, 0, 0.404, 0, 0.0944, 0, 0, 0, 0, 0, 0.0738, 0, 0.47, 0.1986, 0, 0.14, 0, 0, 0.0967, 0, 0, 0.16, 0, 0, 0, 0, 0.0463, 0, 0, 0, 0, 0, 0.4871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6983, 0, 0, 0.0708, 0, 0, 0.1165, 0, 0, 0.495, 0, 0.0583, 0, 0, 0, 0, 0, 0, 0.2414, 0.068, 0, 1.03, 0, 0, 0, 0, 0.2433,acq
0, 0, 0.1411, 0, 0.1412, 0, 0.108, 0, 0, 0.2808, 0, 0, 0.1164, 0, 0.146, 0, 0, 0, 1.275, 0, 0, 0, 0, 0.1942, 0.1463, 0, 0, 0.0955, 0, 0.0494, 0, 0, 0.205, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1252, 0, 0, 0, 0, 0, 0, 0, 0, 0.0452, 0.1715, 0, 0, 0, 0.5317, 0.95, 0, 0.0463, 0.3, 0, 0.077, 1.87, 0, 0, 0, 0, 0, 0, 0, 0, 0.2027, 0, 0, 2.5075, 0.52, 2.0367, 0, 0, 0.4092, 0, 0, 0.3126, 0, 0, 0, 0, 0, 0, 0.3933, 0, 0, 0, 0, 2.59, 0, 0.0312, 0, 0, 0, 0, 0.0572, 0.113,acq
0, 0.033, 0, 0, 0.0694, 0, 0, 0, 0, 0, 0, 0, 0.0586, 0, 0, 0.1264, 0, 0, 0, 0, 0, 0, 0, 0.2006, 0, 0, 0, 0, 0, 0.0913, 0, 0, 0, 0, 0.0343, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.74, 0, 0, 0, 0, 0, 0.0484, 0.16, 0, 0, 0, 0, 0.3188, 0, 0, 0, 0, 0, 0.0943, 0, 0, 0, 0, 0, 0, 0.0473, 0, 0.222, 0, 0, 0, 0.0383, 0.075, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.092, 0, 0.9643, 0.068, 0, 0, 0, 0, 0, 0, 0,acq
0, 0.033, 0.0418, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2457, 0, 0, 0, 0.2855, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0583, 0.103, 0, 0.0452, 0, 0, 0, 0, 0.1767, 0, 0.419, 0.1225, 0.1032, 0, 0.0397, 0, 0, 0, 0, 0, 2.13, 0.1118, 0, 0, 0.0559, 0, 0.222, 0, 0, 0, 0, 0, 0.1158, 0, 0.3686, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0548, 0.2689, 2.2486, 0, 0, 0, 0.0685, 0, 0.2156, 0, 0,acq
0, 0.1987, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.11, 0, 0, 0, 0, 0, 0.2133, 0, 0.3151, 0, 0, 0, 0.0955, 0, 0, 0, 0, 0.0956, 0, 0.0933, 0, 0, 0, 0, 0, 0, 0, 0, 0.2521, 0, 0, 0, 0, 0, 0, 0.103, 0, 0, 0, 0.1208, 0, 0, 0, 0, 0, 0.2825, 0, 0, 0, 0, 0, 0.3229, 0, 0, 0, 0, 0, 0, 0.0605, 0, 0, 0, 1.3467, 0, 0, 0.0936, 0, 0, 0, 0.1209, 0, 0, 0, 0, 0.0231, 0, 0, 0, 0, 0.33, 0, 2.0171, 0.078, 0.04, 0, 0.05, 0, 0.0736, 0, 0.0303,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4217, 0, 0, 0, 0, 0.0949, 0, 0, 0, 0.1683, 0, 0, 0, 0, 0.3644, 0.335, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0452, 0, 0, 0, 0, 0, 0, 0, 0.3563, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1686, 0, 0, 6.06, 0, 0.6983, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0244, 0, 0, 0, 0, 0, 0.2337, 4.0643, 0, 0, 0, 0, 0, 0.066, 0, 0.0452,acq
0, 0.0578, 0, 0, 0, 0, 0, 0, 0, 0.1175, 0, 0, 0, 0, 0.0703, 0, 0, 0, 0, 0, 0, 0, 0, 0.1986, 0, 0, 0, 0, 0, 0.0494, 0, 0, 0, 0, 0, 0.1217, 0, 0.0854, 0.2117, 0, 0, 0, 0, 0.0431, 0, 0, 0, 0, 0, 0.0864, 0, 0, 0, 0.0787, 0, 0, 0, 0, 0, 0, 0.0613, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0865, 0, 0, 0, 0, 0.05, 0, 0, 0, 0, 0.0584, 0.1237, 3.84, 0, 0.0312, 0, 0.1005, 0, 0, 0, 0.0594,acq
0, 0.1591, 0, 0, 0.2094, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0823, 0, 0, 0, 0.8817, 0, 0, 0, 0, 0.3195, 0, 0, 0, 0, 0, 0.0712, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1124, 0.0738, 0.4675, 0, 0, 0, 0, 0, 0, 0, 0.0404, 0, 0.16, 0, 0, 0, 0, 0.0938, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0383, 0, 0.1542, 0, 0, 0.0578, 0, 0, 0, 0, 0, 0, 0, 0.8767, 0, 0.4208, 0.0832, 1.1014, 0, 0, 0, 0.0685, 0, 0.2832, 0, 0,acq
0, 0.0778, 0.0689, 0, 0, 0, 0.281, 0, 0, 0, 0, 0, 0.1179, 0, 0.0343, 0.0857, 0, 0, 0, 0, 0, 0, 0, 0.1893, 0.8175, 0, 0, 0, 0, 0.0494, 0, 0, 0.9769, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.501, 0, 0, 0, 0, 0, 0, 0, 0, 0.0452, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0373, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.19, 0, 0, 0.1325, 2.0733, 0, 0, 0.075, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.06, 0.37, 0.1371, 0, 0.0515, 0, 0.0575, 0, 0.1256, 0, 0.4397,acq
0, 0, 0.0861, 0, 0, 0, 0, 0, 0, 0.1175, 0, 0, 0, 0, 0, 0, 0, 0, 0.5383, 0, 0, 0, 0, 0.2619, 0, 0, 0, 0, 0, 0.0513, 0, 0, 0, 0, 0.0467, 0, 0.652, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0514, 0, 0, 0.16, 0, 0, 0, 0, 0.0463, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0833, 0, 0, 0.1978, 0, 0, 0, 0.2327, 0, 0, 0.7167, 0, 0, 0, 0, 2.3414, 0, 0, 0, 0.136, 0, 0, 0.1144, 0,acq
0, 0.0957, 0.0343, 0, 0, 0, 0, 0, 0, 0.4708, 0, 0, 0, 0, 0.0331, 0, 0, 0, 1.6167, 0, 0, 0.2133, 0, 0.41, 0, 0, 0, 0, 0, 0.0856, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10.33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.325, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0473, 0, 0, 0, 0, 0, 0.1061, 0, 0, 0, 0, 0, 0, 0.46, 0, 0, 0, 0.56, 0, 0.46, 0, 0, 0, 1.1971, 0, 0, 0, 0, 0, 0, 0, 0.0473,acq
0, 0, 0.0546, 0, 0.3731, 0, 0, 0, 0, 0, 0, 0, 0.0586, 0, 0.0751, 0, 0, 0, 0, 0, 0, 0, 0, 0.2268, 0, 0, 0, 0, 0, 0.4269, 0, 0, 0, 0, 0.0467, 0, 0.326, 0.0377, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1075, 0, 0, 0, 0, 0, 0, 0, 0.1767, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0793, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5571, 0, 0.0348, 0, 0.067, 0, 0, 0, 0,acq
0, 0.2, 0, 0, 0, 0, 0, 0, 0, 0.7067, 0, 0, 0, 0, 0.2931, 0, 0, 0, 2.3433, 0, 0, 0, 0, 0.2951, 0, 0.6733, 0, 0, 0, 0, 0, 0, 0, 2.68, 0.1705, 0.3825, 0, 0, 0, 0, 0, 0, 0, 0.0562, 0, 0, 0, 0, 0, 0, 0.207, 0, 0, 0.0428, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0373, 0, 0, 1.4193, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4567, 0, 0.053, 0, 0, 0.55, 0, 0.0865, 0, 0, 0, 0, 0.3086, 0, 0, 0, 0, 0.1092, 0, 1.79, 0.1667, 0.04, 0, 0.2985, 0, 0, 0, 0.0773,acq
0, 0.0991, 0, 0, 0.1044, 0, 0.281, 0, 0, 0, 0, 0, 0, 0, 0.1266, 0, 0, 0, 0, 0, 0, 0.2133, 0, 0.2001, 0, 0, 0, 0.19, 0, 0, 0, 0, 0.5363, 0, 0.1105, 0, 0.202, 0.0526, 0.0728, 0, 0, 0, 0, 0, 0, 0, 0, 0.22, 0, 0.1872, 0.169, 0, 0, 0, 0.1456, 0, 0, 0, 0, 0, 0.14, 0, 0, 0, 0, 0, 0.2286, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6833, 0, 0, 0.0964, 0, 0, 0, 0, 0, 0, 0, 0, 0.0244, 0, 0, 0.4167, 0, 0.2328, 0, 3.3129, 0, 0.0312, 0, 0.05, 0, 0, 0, 0.0294,acq
