@RELATION teste

@ATTRIBUTE C0	REAL
@ATTRIBUTE C1	REAL
@ATTRIBUTE C2	REAL
@ATTRIBUTE C3	REAL
@ATTRIBUTE C4	REAL
@ATTRIBUTE C5	REAL
@ATTRIBUTE C6	REAL
@ATTRIBUTE C7	REAL
@ATTRIBUTE C8	REAL
@ATTRIBUTE C9	REAL
@ATTRIBUTE C10	REAL
@ATTRIBUTE C11	REAL
@ATTRIBUTE C12	REAL
@ATTRIBUTE C13	REAL
@ATTRIBUTE C14	REAL
@ATTRIBUTE C15	REAL
@ATTRIBUTE C16	REAL
@ATTRIBUTE C17	REAL
@ATTRIBUTE C18	REAL
@ATTRIBUTE C19	REAL
@ATTRIBUTE C20	REAL
@ATTRIBUTE C21	REAL
@ATTRIBUTE C22	REAL
@ATTRIBUTE C23	REAL
@ATTRIBUTE C24	REAL
@ATTRIBUTE C25	REAL
@ATTRIBUTE C26	REAL
@ATTRIBUTE C27	REAL
@ATTRIBUTE C28	REAL
@ATTRIBUTE C29	REAL
@ATTRIBUTE C30	REAL
@ATTRIBUTE C31	REAL
@ATTRIBUTE C32	REAL
@ATTRIBUTE C33	REAL
@ATTRIBUTE C34	REAL
@ATTRIBUTE C35	REAL
@ATTRIBUTE C36	REAL
@ATTRIBUTE C37	REAL
@ATTRIBUTE C38	REAL
@ATTRIBUTE C39	REAL
@ATTRIBUTE C40	REAL
@ATTRIBUTE C41	REAL
@ATTRIBUTE C42	REAL
@ATTRIBUTE C43	REAL
@ATTRIBUTE C44	REAL
@ATTRIBUTE C45	REAL
@ATTRIBUTE C46	REAL
@ATTRIBUTE C47	REAL
@ATTRIBUTE C48	REAL
@ATTRIBUTE C49	REAL
@ATTRIBUTE C50	REAL
@ATTRIBUTE C51	REAL
@ATTRIBUTE C52	REAL
@ATTRIBUTE C53	REAL
@ATTRIBUTE C54	REAL
@ATTRIBUTE C55	REAL
@ATTRIBUTE C56	REAL
@ATTRIBUTE C57	REAL
@ATTRIBUTE C58	REAL
@ATTRIBUTE C59	REAL
@ATTRIBUTE C60	REAL
@ATTRIBUTE C61	REAL
@ATTRIBUTE C62	REAL
@ATTRIBUTE C63	REAL
@ATTRIBUTE C64	REAL
@ATTRIBUTE C65	REAL
@ATTRIBUTE C66	REAL
@ATTRIBUTE C67	REAL
@ATTRIBUTE C68	REAL
@ATTRIBUTE C69	REAL
@ATTRIBUTE C70	REAL
@ATTRIBUTE C71	REAL
@ATTRIBUTE C72	REAL
@ATTRIBUTE C73	REAL
@ATTRIBUTE C74	REAL
@ATTRIBUTE C75	REAL
@ATTRIBUTE C76	REAL
@ATTRIBUTE C77	REAL
@ATTRIBUTE C78	REAL
@ATTRIBUTE C79	REAL
@ATTRIBUTE C80	REAL
@ATTRIBUTE C81	REAL
@ATTRIBUTE C82	REAL
@ATTRIBUTE C83	REAL
@ATTRIBUTE C84	REAL
@ATTRIBUTE C85	REAL
@ATTRIBUTE C86	REAL
@ATTRIBUTE C87	REAL
@ATTRIBUTE C88	REAL
@ATTRIBUTE C89	REAL
@ATTRIBUTE C90	REAL
@ATTRIBUTE C91	REAL
@ATTRIBUTE C92	REAL
@ATTRIBUTE C93	REAL
@ATTRIBUTE C94	REAL
@ATTRIBUTE C95	REAL
@ATTRIBUTE C96	REAL
@ATTRIBUTE C97	REAL
@ATTRIBUTE C98	REAL
@ATTRIBUTE C99	REAL
@ATTRIBUTE C100	REAL
@ATTRIBUTE C101	REAL
@ATTRIBUTE classe {corn,grain,acq,wheat,ship,money-fx,interest,earn,crude,trade}


@DATA
0.0343, 0, 0, 0, 0, 0, 0, 1.0267, 0, 0.465, 0, 0, 0, 0, 0.1164, 0.9733, 0, 0, 0.0745, 0, 1.35, 0, 0.3837, 0.1463, 0, 0, 0, 0.0621, 0.605, 0, 0, 0, 0, 0, 0.0563, 0.0719, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1045, 0, 0, 0.0583, 0, 0, 0, 0, 0, 0, 0.175, 0, 0, 0, 0, 0, 0, 0, 0, 0.3143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0783, 0, 0, 0, 0, 0, 0.418, 0, 0, 0, 0, 0, 0.1686, 1.135, 0, 0, 0, 0, 0, 0.18, 0.2086, 0, 0, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0857, 0, 0.0996, 0, 0, 0, 0, 0, 0.3629, 0, 0, 0.0981, 0, 0, 0, 0, 0, 0, 0, 1.69, 0.0538, 0, 0, 0, 0.316, 0, 0, 0, 0, 0, 0, 0, 0.0282, 0, 0, 0.045, 0.103, 0, 0, 0.0472, 0.0657, 1.0575, 0, 0.117, 0, 0, 0, 0, 0, 0.805, 0, 0, 0, 0, 0, 0, 3.6333, 0, 0, 0.18, 0.09, 0, 0, 0.0413, 0.0793, 0, 0, 0, 0, 0, 0, 0, 0.043, 0, 0, 0, 2.455, 0, 0, 0, 3.4433, 0, 0, 0.1043, 0, 0, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2064, 0, 0, 0, 0.2249, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0538, 0, 0.1233, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2109, 0, 0, 0, 0, 0, 0, 0.0464, 0, 0, 0, 0, 0, 0, 0, 0.0437, 0.6333, 0, 0, 0, 0, 0, 0, 0, 0, 0.95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.766, 0, 0.5271, 0, 0, 0, 0.1686, 0, 0, 0, 0, 0.97, 0, 0.046, 0.1043, 0, 0, 0, 0,acq
0.0886, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.065, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0783, 0, 0, 0, 0, 0, 0, 0, 0.2643, 0, 0, 0, 0, 0, 0, 0, 0.11, 1.5867, 0, 0, 0.1043, 0, 0, 0, 0,acq
0, 0.1967, 0.1644, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0636, 0, 0, 0.5317, 0, 0, 0.0745, 0, 0, 0.1367, 0.2015, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1094, 0, 0, 0, 0, 0, 0, 0, 0.1134, 0, 0, 0, 0.1318, 0, 0, 0, 0, 0, 0.358, 0.0472, 0, 0, 0, 0.137, 0, 0, 0, 0.0477, 0, 0.375, 0, 0, 0, 0, 0.212, 0, 0, 0, 0, 0, 0, 0, 0.69, 0, 0, 0, 0.385, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.63, 0.0987, 0, 0, 0.93, 0, 0, 0.17, 0, 0, 0, 0,acq
0.1432, 0.1967, 0, 0, 0, 0, 0, 0.5567, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3014, 0, 0, 0, 0, 0.1442, 0.605, 0, 0, 0, 0, 0, 0, 0, 0, 0.2433, 0, 0, 0, 0, 0, 0, 0, 0, 0.1023, 0, 0, 0.0292, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6333, 0, 0, 0, 0, 0, 0, 0, 0, 0.95, 0, 0, 0, 0, 0, 0.0347, 0, 0, 0.1917, 0, 0, 0, 0, 0.1314, 0, 0, 0, 0, 0, 0, 0, 0, 1.3667, 0, 0, 0, 0, 0, 0, 0,acq
0.0546, 0, 0.1044, 0, 0, 0, 0, 0, 0, 0, 0.0979, 0, 0, 0, 0, 0.2017, 0, 0, 0, 0, 0, 0, 0.2824, 0, 0, 0.0494, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1483, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.454, 0, 0, 0, 0.1917, 0.195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.93, 0, 0.046, 0, 0, 0, 0, 0,acq
0.0457, 0.255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1643, 0, 0, 0, 0, 0, 0, 0, 0.15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.316, 0, 0, 0, 0, 0, 0, 0, 0.2659, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6833, 0, 0, 0, 1.22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1314, 0, 0, 0, 0.6671, 0, 0, 0, 0, 1.9833, 0, 0, 0, 0, 0, 0, 0,acq
0.0639, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3562, 0, 0, 0.1006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0431, 1.1725, 0, 0, 0.1282, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.175, 0, 0, 0, 0, 0.0433, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0964, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,acq
0, 0.255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0636, 0, 0.0821, 0, 0, 0, 0, 0, 0, 0.1367, 0.18, 0, 0, 0, 0, 0, 0, 0, 1.11, 0, 0, 0, 0, 0.1154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1491, 0.22, 0.875, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1483, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0661, 0, 0, 0, 0, 0.1973, 0, 0, 0.93, 0, 0, 0, 0, 1.03, 0, 0,acq
0.0989, 0, 0, 0, 0, 1.415, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2356, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0788, 0, 0.2433, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0513, 1.8167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.385, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5733, 0, 0, 0.1043, 0, 0, 0, 0,acq
0.1832, 0, 0, 0, 0, 0, 0, 1.0267, 0, 0, 0, 0, 0, 0, 0, 1.8117, 0, 0, 0, 0, 0, 0, 0.2377, 0, 0, 0, 0, 0, 1.215, 0, 0, 0, 0, 0, 0.1094, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1632, 0, 0, 0, 0.154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1786, 0.282, 0, 0, 0,acq
0.0457, 0, 0, 0, 0, 0, 0, 0.2767, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2017, 0.2087, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4675, 0, 0, 0.09, 0, 0, 0.0394, 0, 0.368, 0, 0, 0, 0, 0, 0, 0, 1.34, 0, 0, 0, 0, 0, 0, 1.22, 0, 0, 0, 0, 0, 0, 0.3188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.043, 0, 0, 0, 0.63, 0, 0, 0, 0.3967, 0, 0, 0, 0, 0, 0, 0,acq
0, 0.255, 0.0706, 0, 0, 0, 0, 0.5567, 0, 0, 0, 0, 0.0586, 0, 0, 1.2417, 0.05, 0, 0.3982, 0, 0, 1.1017, 0.2877, 0, 0, 0.0913, 0, 0.3921, 0, 0, 1.11, 0, 0, 0, 0.0563, 0.0431, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1623, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.525, 0.117, 0, 0, 0, 0.0757, 0, 0, 0, 0, 0, 0, 0.374, 0, 0, 0, 0, 0, 0, 0, 0, 0.0417, 0.0936, 0, 0.1917, 0, 0, 0, 0, 0.1314, 0.1317, 0, 0, 0, 0.63, 0, 0, 0, 1.8633, 0.46, 0.4208, 0, 0, 0, 0.0504, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2217, 0, 0, 0, 0, 0, 0, 0.263, 0, 0, 0.0763, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.22, 0, 0.0292, 0, 0, 0, 0.0616, 0, 0, 0, 0, 0, 0, 0, 0, 2.3683, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2643, 0, 0, 0, 0, 0, 0, 0, 0, 3.35, 0, 0, 0, 0, 0, 0.0736, 0,acq
0.09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1506, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0556, 0.07, 0, 0.2433, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6833, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0347, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3967, 0, 0.092, 0, 0.186, 0, 0, 0,acq
0.0786, 0, 0, 0.6833, 0, 0, 0, 5.3233, 0, 0, 0, 0, 0.6707, 0, 0, 0.4033, 0, 0, 0.0745, 1.12, 0, 0, 0.2283, 0, 0, 0.0494, 0, 0.1732, 0, 0, 1.11, 0, 0, 0, 0.1669, 0, 0, 0, 0.202, 0, 1.49, 0, 0.2469, 0, 0, 0, 0.0436, 0, 2.62, 0.09, 0.175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1513, 0, 0.7525, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.205, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.043, 0, 0, 0, 5.045, 0.0987, 0, 0, 0, 0, 0.204, 0, 0, 0, 0, 0,acq
0, 0, 0.1388, 0, 0, 0, 0, 0, 0, 0, 0.105, 0, 0.0593, 0, 0, 0, 0.05, 0, 0, 0, 0, 0.1367, 0.3851, 0, 0, 0.0763, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1958, 0.3075, 0, 0.316, 0, 0, 0, 0, 1.1725, 0, 0, 0.1809, 0, 0, 0, 0.103, 0, 0, 0.1208, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2514, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3967, 0, 0, 0, 0, 0, 0, 0,acq
0, 0, 0.0706, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1367, 0.3802, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0673, 0, 0, 0.316, 0, 0, 0, 0, 0, 0, 0, 0.0632, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0437, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2271, 0, 0, 0, 1.03, 0, 0, 0.1314, 0.0709, 0, 0, 0.1686, 0, 0, 0, 0, 0.5767, 0, 0.0736, 0, 0.0887, 0, 0, 0,acq
0.0343, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.105, 1.65, 0, 0.2017, 0, 0, 0.0736, 0, 0, 0, 0.1667, 0, 0, 0, 0, 0, 0, 0, 1.11, 0, 0, 0, 0.0563, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0282, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.886, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5733, 0, 0.284, 0.1043, 0, 0, 0, 0,acq
0.0343, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4193, 0, 0, 0, 0, 0, 0.0736, 0, 0, 0, 0.2432, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.085, 0.1154, 0, 0, 0, 0, 0, 0, 0.0721, 0, 0, 0, 0.0318, 0, 0, 0.1817, 0, 0.274, 0, 0, 0, 0, 0.175, 0.137, 0, 0, 0, 0.0377, 0, 0, 0, 0, 0, 0, 0.426, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1686, 0, 0, 0.4, 0, 0.3967, 0, 0, 0, 0, 0, 0.186, 0,acq
0, 0, 0.0694, 0, 0, 0, 0, 0, 0, 0.16, 0, 0, 0, 0, 0, 0, 0.05, 0, 0.1464, 0, 0, 0, 0.263, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0556, 0, 0, 0, 0, 0, 0, 0, 0.0455, 0, 0, 0, 0.0723, 0, 0, 0.0511, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.385, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.5133, 0, 0.092, 0, 0, 0, 0, 0,acq
0.08, 0, 0, 0, 0, 0, 0, 0, 0, 0.14, 0, 0, 0.0636, 0, 0.1957, 0, 0, 0, 0, 0, 0, 0, 0.5194, 0, 0, 0.0513, 0, 0.0811, 0, 0, 0, 0, 0, 0, 0.085, 0, 0.6142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3114, 0, 0, 0, 0.103, 0, 0, 0.1868, 0, 0, 0, 0, 0, 0, 0, 0.0697, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3993, 0, 0, 0, 0, 0, 0, 0.1314, 0, 0, 0, 0, 0, 0.1127, 0, 0, 0, 0, 0, 0, 0.0973, 0, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1133, 0, 0, 0, 0, 0, 0, 0.3098, 0, 0, 0.1025, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.18, 0, 0, 0.1043, 0.078, 0, 0, 0,acq
0.1032, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6436, 1.65, 0, 0, 0, 0, 0.0736, 0, 0, 0, 0.2165, 0.1463, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0933, 0, 0, 0, 2.98, 0, 0, 0, 0, 0, 0.1145, 0, 0.875, 0.1922, 0, 0, 0, 0.0472, 0, 0, 0.175, 0.117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.664, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.155, 0, 0, 0, 0.18, 0, 0.0936, 0, 0, 0, 0.0676, 0,acq
0.0457, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.316, 0, 0, 0, 0, 0, 0, 0, 0.145, 0, 0, 0, 0, 0, 0, 0.0464, 0.1382, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.181, 0, 0, 0, 0.155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.19, 1.2467, 0.046, 0, 0, 0, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0.4433, 0, 0, 0, 0, 0.0586, 0, 0, 0, 0.3385, 0, 0.0736, 0, 0, 0, 0.2055, 0, 0, 0.0513, 0, 0, 0.605, 0, 0, 0, 0, 0, 0.0538, 0, 0, 0, 0, 0, 0, 0, 0, 0.2925, 0, 0, 0.0436, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.175, 0.117, 0, 0, 0, 0, 0, 0.7525, 0, 0, 0, 0, 0, 0, 0, 0, 0.222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03, 0, 0, 0, 0.0578, 0, 0, 0, 1.89, 0, 0, 0, 1.5433, 0, 0.1804, 0, 0, 0, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1367, 0, 0.0736, 0, 0, 0, 0.2126, 0, 0, 0.1838, 0, 0, 0, 0, 0, 0, 0, 0, 0.0538, 0, 0, 0, 0.202, 0, 0, 0.209, 0, 0, 0, 0, 0.2114, 0.1714, 0, 0, 0.19, 0, 0.358, 0, 0, 0.31, 0, 0, 0, 0, 0, 0.0433, 0, 1.8775, 0, 0, 0, 0, 0.212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0793, 0, 0, 0, 0, 0, 0, 0, 0.103, 0, 0, 0.1686, 1.26, 0, 0, 0, 3.6167, 0, 0, 0, 0.068, 0, 0, 0,acq
0.1718, 0, 0.0706, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0586, 0, 0, 0.1767, 0, 0, 0, 0, 0, 0, 0.3593, 0.2925, 0, 0.2438, 0, 0, 0, 0, 4.43, 0, 0, 0, 0.085, 0.0865, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1427, 0, 0, 0.0317, 0, 0, 0, 0.0464, 0, 0, 0, 0, 0, 0, 0, 0.092, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0633, 0.0757, 0, 0.1917, 0, 0, 0, 0, 0, 0.0748, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3129, 0.068, 0, 0, 0,acq
0.0343, 0, 0.1256, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7614, 0, 0, 0.355, 0, 0, 0, 0, 0, 0, 0.1286, 0.1625, 0, 0, 0, 0.0789, 0, 0, 1.11, 0, 0, 0.85, 0.1081, 0.0431, 0, 0, 0, 0, 0, 0, 0.0628, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.117, 0, 0, 0.394, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1467, 0, 0, 0, 0, 0, 0, 0,acq
0.0418, 0, 0.0694, 0, 0, 0, 0, 0.2767, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3613, 0, 0, 0.0513, 0, 0, 0, 0, 2.21, 0, 0, 0, 0, 0, 0.1275, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0327, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1123, 0, 0.7525, 0, 0.0943, 0, 0, 0, 0, 0, 0, 0, 0.1325, 0, 0, 0, 0, 0, 4.01, 0, 0, 0, 0, 0, 0, 0.0735, 0, 0, 0, 0, 0, 0, 0, 0.75, 0, 0, 0, 0, 0, 0, 0,acq
0.0625, 0, 0, 0, 0, 0, 0, 0.5567, 0, 0.1175, 0, 0, 0.0593, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5563, 0, 0, 0.0763, 0, 0.1432, 0, 0, 0, 0, 0, 0, 0, 0.1196, 0.1275, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1377, 0, 0, 0.0486, 0, 0, 0, 0.0472, 0, 0, 0, 0, 0, 0, 0, 0.0397, 0.7383, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2338, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8933, 0, 0.046, 0.1043, 0, 0, 0, 0,acq
0.0918, 0, 0, 0, 0, 0, 0, 0, 0, 0.2338, 0, 0, 0, 0, 0, 0.4033, 0, 1.58, 0, 0, 0, 0, 0.3193, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0282, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0437, 0.1483, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03, 0, 0, 0, 0.043, 0, 0, 0, 0, 0, 0.2, 0, 0.18, 0, 0, 0, 0.068, 0, 0.0716, 0,acq
0, 0.255, 0.0706, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1764, 0, 0.11, 0, 0.1619, 0, 0.2855, 0, 0, 0, 0.3795, 0.465, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1681, 0, 0.0933, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.555, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.95, 0, 0.1325, 0, 0, 0, 0.0893, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.46, 0, 0, 0, 0, 0, 0,acq
