@RELATION teste

@ATTRIBUTE C0	REAL
@ATTRIBUTE C1	REAL
@ATTRIBUTE C2	REAL
@ATTRIBUTE C3	REAL
@ATTRIBUTE C4	REAL
@ATTRIBUTE C5	REAL
@ATTRIBUTE C6	REAL
@ATTRIBUTE C7	REAL
@ATTRIBUTE C8	REAL
@ATTRIBUTE C9	REAL
@ATTRIBUTE C10	REAL
@ATTRIBUTE C11	REAL
@ATTRIBUTE C12	REAL
@ATTRIBUTE C13	REAL
@ATTRIBUTE C14	REAL
@ATTRIBUTE C15	REAL
@ATTRIBUTE C16	REAL
@ATTRIBUTE C17	REAL
@ATTRIBUTE C18	REAL
@ATTRIBUTE C19	REAL
@ATTRIBUTE C20	REAL
@ATTRIBUTE C21	REAL
@ATTRIBUTE C22	REAL
@ATTRIBUTE C23	REAL
@ATTRIBUTE C24	REAL
@ATTRIBUTE C25	REAL
@ATTRIBUTE C26	REAL
@ATTRIBUTE C27	REAL
@ATTRIBUTE C28	REAL
@ATTRIBUTE C29	REAL
@ATTRIBUTE C30	REAL
@ATTRIBUTE C31	REAL
@ATTRIBUTE C32	REAL
@ATTRIBUTE C33	REAL
@ATTRIBUTE C34	REAL
@ATTRIBUTE C35	REAL
@ATTRIBUTE C36	REAL
@ATTRIBUTE C37	REAL
@ATTRIBUTE C38	REAL
@ATTRIBUTE C39	REAL
@ATTRIBUTE C40	REAL
@ATTRIBUTE C41	REAL
@ATTRIBUTE C42	REAL
@ATTRIBUTE C43	REAL
@ATTRIBUTE C44	REAL
@ATTRIBUTE C45	REAL
@ATTRIBUTE C46	REAL
@ATTRIBUTE C47	REAL
@ATTRIBUTE C48	REAL
@ATTRIBUTE C49	REAL
@ATTRIBUTE C50	REAL
@ATTRIBUTE C51	REAL
@ATTRIBUTE C52	REAL
@ATTRIBUTE C53	REAL
@ATTRIBUTE C54	REAL
@ATTRIBUTE C55	REAL
@ATTRIBUTE C56	REAL
@ATTRIBUTE C57	REAL
@ATTRIBUTE C58	REAL
@ATTRIBUTE C59	REAL
@ATTRIBUTE C60	REAL
@ATTRIBUTE C61	REAL
@ATTRIBUTE C62	REAL
@ATTRIBUTE C63	REAL
@ATTRIBUTE C64	REAL
@ATTRIBUTE C65	REAL
@ATTRIBUTE C66	REAL
@ATTRIBUTE C67	REAL
@ATTRIBUTE C68	REAL
@ATTRIBUTE C69	REAL
@ATTRIBUTE C70	REAL
@ATTRIBUTE C71	REAL
@ATTRIBUTE C72	REAL
@ATTRIBUTE C73	REAL
@ATTRIBUTE C74	REAL
@ATTRIBUTE C75	REAL
@ATTRIBUTE C76	REAL
@ATTRIBUTE C77	REAL
@ATTRIBUTE C78	REAL
@ATTRIBUTE C79	REAL
@ATTRIBUTE C80	REAL
@ATTRIBUTE C81	REAL
@ATTRIBUTE C82	REAL
@ATTRIBUTE C83	REAL
@ATTRIBUTE C84	REAL
@ATTRIBUTE C85	REAL
@ATTRIBUTE C86	REAL
@ATTRIBUTE C87	REAL
@ATTRIBUTE C88	REAL
@ATTRIBUTE C89	REAL
@ATTRIBUTE C90	REAL
@ATTRIBUTE C91	REAL
@ATTRIBUTE C92	REAL
@ATTRIBUTE C93	REAL
@ATTRIBUTE C94	REAL
@ATTRIBUTE C95	REAL
@ATTRIBUTE C96	REAL
@ATTRIBUTE C97	REAL
@ATTRIBUTE C98	REAL
@ATTRIBUTE C99	REAL
@ATTRIBUTE C100	REAL
@ATTRIBUTE C101	REAL
@ATTRIBUTE C102	REAL
@ATTRIBUTE C103	REAL
@ATTRIBUTE C104	REAL
@ATTRIBUTE C105	REAL
@ATTRIBUTE classe {corn,grain,acq,wheat,ship,money-fx,interest,earn,crude,trade}


@DATA
0, 0.1032, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1175, 0, 0, 0, 0.0546, 0, 0.6567, 0, 0, 0, 0.2936, 0, 0, 0, 0, 0, 0.0046, 0, 0, 0, 2.21, 0.1094, 0, 0, 0, 0, 0, 0.085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1248, 0, 0, 0, 0, 3.1725, 0, 0, 0, 0.284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1328, 0, 0, 0, 0, 0, 0.0742, 0, 0, 0, 0.0312, 0.227, 0, 0, 0, 0,acq
0, 0.0418, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.09, 0, 0, 0, 0, 0, 0.0736, 0, 0, 0, 0, 0, 0.003, 0, 0, 0, 0, 0, 0, 0, 0, 0.85, 0, 0.085, 0.0769, 0, 0, 0.97, 0.0734, 0, 0, 0, 0, 0, 0, 0.432, 0.0624, 0, 0, 0, 0, 3.4525, 0, 0, 0, 0, 0, 0, 0.1143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1929, 0, 0.995, 0, 0, 0, 0.526, 0, 0, 0, 0, 0, 0, 0, 0.0717, 0, 0, 0, 0, 0.1092, 0.1768, 0, 0, 0, 0, 0.2915, 0, 0, 0, 0,acq
0, 0.3121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1175, 0, 0, 0, 0.0603, 0, 3.5933, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0057, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1694, 0, 0, 0, 0, 0, 0, 0, 0, 0.3986, 0, 0, 0.483, 0, 0.104, 0, 0, 0, 0, 0, 0, 0, 0.284, 0, 0, 0.1379, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.788, 0, 0, 0, 0, 0, 0, 0.46, 0, 0.0722, 0, 0, 0, 0, 0.0548, 0, 0, 0, 0, 0.053, 0, 0, 0, 0, 0,acq
0, 0.0886, 0, 0, 0, 0, 0, 0.2358, 0, 0, 0, 0.355, 0, 0, 0, 0.0611, 0, 1.665, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0032, 0, 0.735, 0, 0, 0, 0, 0, 0.0507, 0, 0.0497, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.103, 0, 0, 0.978, 0, 0.1767, 0, 0, 0, 0, 0, 0, 0, 0.1336, 0, 0, 0, 0, 0, 0, 0, 0, 0.41, 0, 0, 0, 0.075, 0, 0, 0.0708, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.56, 0, 0, 0, 0, 0.0584, 0, 0, 0, 0.1058, 0, 0, 0, 0, 0,acq
0, 0.0443, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1357, 0, 0, 0.0366, 0, 0.5233, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0038, 0, 0, 0, 2.21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1033, 0.0363, 0, 0.265, 0, 0, 0, 0, 0, 0.0452, 0.0968, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.89, 0, 0, 0, 0, 0, 0, 0, 0, 0.179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.46, 0, 0.0948, 0, 0, 0, 0, 0, 0.0675, 0, 0, 0.0844, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.16, 0, 0, 0, 0, 0, 1.4433, 0, 0, 0, 0, 0.825, 0, 0, 0, 0, 0.0042, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0306, 5.484, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26, 0, 0, 0, 0, 0.0473, 0, 0, 0, 0, 0, 0, 0, 0, 1.225, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0.41, 0, 0, 0, 0.2338, 0, 0, 0, 0.1686, 0, 1.155, 0, 0, 0, 0.0736, 0, 0, 0.1463, 0, 0, 0.0039, 0, 0, 0, 1.11, 0.1913, 0, 0, 0, 0, 0, 0.0538, 0, 0, 0, 1.29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6975, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.486, 0, 0.2457, 0, 1.635, 0.1567, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0244, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.05, 0, 0, 0, 0,acq
0, 0.0889, 0, 0, 0, 1.58, 0, 0, 1.0267, 0, 0, 0.79, 0, 0, 0, 0, 0, 0.8667, 0, 0, 0, 0.0736, 0, 0, 0.4813, 0, 0, 0.0033, 0, 0, 0, 1.11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2433, 0.0377, 0, 0, 0, 0.22, 0, 0, 0, 0.1148, 0.0313, 0, 0, 0, 0, 0, 0, 4.02, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.075, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0827, 0.0244, 0, 0, 0.4167, 0.6567, 0, 0.0668, 0, 0, 0, 0.0464, 0, 0, 0, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2338, 0, 0, 0, 0.0449, 0, 0.335, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0027, 0, 0, 0, 0, 0, 0, 0, 0, 0.85, 0, 0, 0, 0, 0, 0.2433, 0, 0, 0.5875, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6975, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1493, 0, 0.815, 0.0833, 0, 0, 0.526, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1364, 0, 0, 0, 0, 0.1718, 0.423, 0, 0, 0, 0,acq
0, 0.0443, 0, 0, 0, 0, 0, 0.3533, 0, 0, 0, 3.9725, 0, 0, 0, 0.1534, 0, 2.48, 0, 0, 0, 0.0736, 0.275, 0, 0, 0, 0, 0.0131, 0, 0, 0, 0, 0, 0, 0.1064, 0, 0, 0, 0.0563, 0, 0, 0.125, 0, 0.0371, 0, 1.175, 0, 0, 0, 0, 0, 0.1033, 0.0428, 0, 0, 0, 0.8725, 0, 0, 0, 0, 0, 0, 0.1143, 1.26, 0, 0, 0, 0, 0.2914, 0, 0, 0, 0.149, 0, 0, 0, 0, 0, 0.0708, 0, 0, 0, 0, 0, 0.043, 0, 0, 0, 0, 0.0608, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,acq
0, 0.1771, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4388, 0, 0, 0, 0.1297, 0, 0.1683, 0, 0, 0, 0, 0, 0, 0.1463, 0, 0.8867, 0.0036, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0758, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.09, 0, 0, 0.0964, 0, 0, 0.1417, 0, 0.262, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,acq
0, 0.0871, 0, 0.127, 0, 0, 0, 0, 0, 0, 0, 0.1175, 0, 0, 0, 0.0331, 0, 3.26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0039, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0615, 0, 0, 0.4833, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.036, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2457, 0, 0.41, 0, 0, 1.072, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.89, 0, 0, 0.2183, 0.1004, 0, 0, 0, 0, 0, 0, 0.194, 0, 0, 0,acq
0, 0.0886, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1175, 0, 0, 0, 0.1237, 0, 1.1917, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.001, 0, 0, 0, 0, 0, 0, 0, 0.1736, 0, 0.0555, 0, 0, 0, 0, 0, 0, 0, 0.265, 0, 0, 0, 0, 0, 0.0624, 0.0306, 3.48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0964, 0, 0, 0.1417, 0, 0, 0, 0, 0, 0.05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.05, 0.194, 0, 0, 0,acq
0, 0.5239, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1949, 0, 1.5617, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.005, 0, 0, 0, 0, 0, 0, 0, 0.0679, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3357, 1.89, 0, 0.1359, 0, 0, 0, 0, 0, 0, 0, 0, 0.0874, 0.1493, 0, 0.815, 0, 0.195, 0, 0, 0, 0, 0, 0, 0, 0.285, 0, 0, 0, 0, 0, 0, 0.2572, 0.0584, 0, 0, 0.068, 0.04, 0.0685, 0, 0, 0.1072, 0,acq
0, 0.0343, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0794, 0, 3.91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0118, 0, 0, 0, 1.11, 0, 0, 0, 0, 0.85, 0, 0.0525, 0.0554, 0, 0.1233, 0, 0.1114, 0, 0, 0, 0, 0, 0, 0, 0.0452, 0.0519, 0, 0.3167, 0, 0.5875, 0, 0, 0, 0, 0, 0, 0.1143, 1.26, 0, 0, 0, 0, 0.0559, 0, 0, 0, 0, 0, 0, 0.1493, 0, 0, 0, 0.195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3176, 0, 0, 0, 0, 0, 0.1355, 0, 0, 0.1072, 0,acq
0, 0.0443, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2375, 0, 0, 0, 0.0486, 0, 0.5117, 0, 0, 0, 0.1464, 0, 0, 0, 0, 0, 0.0001, 0, 0, 0, 0, 0, 0, 0, 0.0679, 0, 0, 0.0525, 0, 0, 0, 0, 0.0683, 1.29, 0, 0, 0, 0, 0, 0, 0.0905, 0, 0, 0, 0.1633, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.09, 0, 0, 0, 0, 0, 0.1417, 0, 0, 0, 0, 0, 0.0735, 0, 0, 0, 0, 0, 0.72, 0, 0, 0, 0.0388, 0.0905, 0, 0, 0, 0.0552, 0, 0, 0, 0, 0,acq
0, 0.1107, 0, 0, 0, 0, 0, 0.7067, 0, 0, 0, 0.14, 0, 0, 0, 0.1466, 0, 3.885, 0, 0, 0, 0.2936, 0, 0, 0, 0, 0, 0.0049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0615, 0, 0.0933, 0.2433, 0.0377, 0, 0, 0, 0, 0, 0, 0.103, 0.0452, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.63, 0, 0.0676, 0, 0, 0.0473, 0, 0, 0, 0, 0, 0, 0.2993, 0, 0, 0.4892, 0, 0, 0, 0, 0, 0.0778, 0, 0, 0, 0, 0, 0, 0, 0, 0.2183, 0.046, 0, 0, 0, 0, 0.053, 0, 0, 0, 0, 0,acq
0, 0.1136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.505, 0, 0.148, 0, 1.39, 0, 0, 0, 0.0736, 0, 0, 0, 0, 0, 0.0081, 0, 0, 0, 0, 0.1256, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0726, 1.29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.175, 0, 0, 0, 0, 0, 0, 0, 1.26, 0, 0, 0, 0, 0.2459, 0, 0, 0, 0, 0, 0, 0.1493, 0, 0, 0.0708, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.61, 0, 0, 0, 0.0736, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0006, 0, 0, 0, 0, 0, 0, 0, 0.0679, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,acq
0, 0, 0, 0.108, 0, 0, 0, 0, 0, 0, 0, 0.1175, 0, 0, 0, 0.0331, 0, 2.8, 0, 0, 0, 0, 0.6383, 0, 0, 0, 0, 0.0075, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0662, 0, 0.2467, 0, 0.032, 11.62, 0, 0, 0, 0, 0, 0, 0, 0.0387, 0.27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3021, 0, 0.41, 0.0708, 0, 0, 0, 0, 0, 0.127, 0, 0, 0.9225, 0.1127, 0, 0, 0, 0, 0, 0.2388, 0.1058, 0.1114, 0, 0, 0.053, 0.05, 0, 0, 0, 0,acq
0, 0.0343, 0, 0, 0, 0, 0, 0.1175, 0, 0, 0, 0.3513, 0, 0, 0, 0.0449, 0, 3.94, 0, 0, 0, 0, 0.2133, 0, 0, 0, 0, 0.0041, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0586, 0, 0, 0, 0.1986, 0, 0, 0.169, 0.0514, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2993, 0, 1.225, 0.1, 0, 0.262, 0, 0, 0, 0, 0, 0, 0.46, 0, 0, 2.165, 0, 0, 0, 0, 0.0584, 0, 0, 0, 0.0348, 0, 0, 0, 0, 0,acq
0, 0.6343, 0, 0, 0, 0, 0, 0.2358, 0, 0, 0, 0.475, 0, 0, 0, 0.1874, 0, 5.79, 0, 0, 0, 0.4127, 0, 0, 0, 0, 0, 0.008, 0, 0, 0, 0, 0.4363, 0, 0, 0, 0, 0, 0.11, 0, 0, 0, 0, 0.0377, 0, 0, 0, 0, 0, 0, 0.169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.89, 0, 0, 0, 0, 0, 0, 0, 0.41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2229, 0, 0.1653, 0, 0, 0, 0.46, 0, 0.0388, 0.0711, 0.15, 0, 0, 0.1745, 0.5775, 0, 0, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0.2358, 0, 0, 0, 0, 0, 0, 0, 0.0634, 0, 7.5033, 0, 0, 0, 0.0736, 0, 0, 0, 0, 0, 0.016, 0, 0, 0, 0, 0, 0, 0, 0.1386, 0, 0.0497, 0.1975, 0, 0, 0, 0.43, 0.0363, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.875, 0, 0, 0, 0, 0, 0, 0, 2.52, 0, 0, 0, 0, 0.0695, 0, 0, 0, 0, 0, 0, 0.3021, 0, 0.815, 0, 0.195, 0, 0, 0, 0, 0, 0, 0, 0.46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0842, 0, 0.194, 0, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0.3417, 0, 0, 0, 0, 0, 0, 0, 0.1154, 0, 5.6633, 0, 0, 0, 0.0745, 0.275, 0, 0, 0, 0, 0.0351, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0538, 0, 0, 0.0933, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1864, 0, 0, 0, 0, 0, 0, 0.075, 0, 0, 0.0708, 0, 0, 0, 0, 0, 0.043, 0, 0, 0.46, 0, 0, 0.72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.05, 0, 0, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1383, 0, 4.5267, 0, 0, 0, 0.0736, 0, 0, 0, 0, 0, 0.0097, 0, 0, 0, 0, 0, 0, 0, 0.0679, 0, 0, 0, 0, 0, 0, 0, 0.0491, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.35, 0, 0, 0, 0, 0, 0, 0, 1.26, 0, 0, 0, 0, 0, 0, 0, 0, 0.09, 0, 0, 0.075, 0, 0.41, 0.0708, 0, 0, 0, 0, 0, 0, 0, 0, 0.9225, 0, 0, 2.165, 0, 0, 0, 0.1476, 0, 0.075, 0, 0, 0, 0.0335, 0.194, 0, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0794, 0, 1.35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0025, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1217, 0.2433, 0, 0, 0.4, 0, 0, 0, 0, 0, 0.0624, 0.0351, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2243, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.9225, 0, 0, 2.89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,acq
0, 0, 0, 0.114, 0, 0, 0, 0.2358, 0, 0, 0, 0, 0, 0, 0, 0.2143, 0, 9.5483, 0, 0, 0, 0, 0.275, 0, 0, 0, 0, 0.013, 0, 0, 0, 0, 0, 0, 0.0791, 0.0693, 0, 0, 0, 0.0554, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0905, 0, 0.394, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.52, 0, 0, 0, 0, 0.1114, 0, 0, 0, 0, 0, 0.0383, 0.3036, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0231, 0, 0.11, 0, 0, 0.0708, 0, 0.15, 0, 0, 0, 0.1075, 0, 0, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0758, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0025, 0, 0.0303, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0033, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2433, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0473, 0, 0, 0, 0, 0, 0, 0, 0, 0.815, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8333, 0, 0, 0.0742, 0, 0, 0, 0, 0, 0, 0, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0366, 0, 0, 0, 0, 0, 0.0736, 0, 0, 0, 0, 0, 0.008, 0, 0, 0, 0, 0.0588, 0, 0, 0.0679, 0, 0, 0, 0.07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.394, 0, 0, 3.865, 0, 0, 0, 0, 0, 0, 2.1271, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.98, 0, 0, 0, 0.262, 0, 0, 0.1465, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1258, 0, 1.02, 0, 0.0803, 0, 0, 0, 0, 0,acq
0, 0.1371, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2029, 0, 0, 0, 0, 0, 0, 0, 0, 0.0745, 0, 0, 0, 0, 0, 0.0144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0635, 0.1081, 0.0385, 0, 0, 0, 0.0743, 0, 0, 0, 0.22, 0, 0, 0, 0, 0.0391, 0, 0, 0.8133, 2.14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2035, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0839, 2.65, 0, 0, 0, 0.0519, 0, 0, 0, 0, 0.1076, 0, 0, 0, 0, 0.0348, 0.0335, 0, 0, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0954, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0067, 0, 0, 0, 0, 0.2131, 0, 0.1518, 0.0693, 0, 0, 0.0525, 0, 1.5, 0, 1.21, 0, 0, 0.265, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.325, 4.25, 0, 0, 0, 0, 0, 0, 0.2714, 0, 0, 0, 0, 0, 0.0695, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.876, 0, 0, 0, 0.043, 0, 0, 0, 0, 0.0269, 0, 0, 0, 0, 0.0848, 0, 0, 0, 0.068, 0.0348, 0.05, 0, 0, 0, 0,acq
0, 0.0871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.14, 0, 0, 0, 0.1509, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0153, 0, 0, 0, 0, 0, 0, 0, 0.0679, 0, 0, 0.1075, 0, 0, 0, 0, 0, 0, 0.265, 0, 0, 0, 0, 0.103, 0, 0, 0, 0, 0.1633, 1.8575, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.222, 0.514, 0, 0, 0, 0, 0, 0, 0.275, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0592, 0, 0.1533, 0.46, 0, 0, 0, 0.15, 1.02, 0.0973, 0, 0, 0, 0, 0, 0,acq
