@RELATION teste

@ATTRIBUTE C0	REAL
@ATTRIBUTE C1	REAL
@ATTRIBUTE C2	REAL
@ATTRIBUTE C3	REAL
@ATTRIBUTE C4	REAL
@ATTRIBUTE C5	REAL
@ATTRIBUTE C6	REAL
@ATTRIBUTE C7	REAL
@ATTRIBUTE C8	REAL
@ATTRIBUTE C9	REAL
@ATTRIBUTE C10	REAL
@ATTRIBUTE C11	REAL
@ATTRIBUTE C12	REAL
@ATTRIBUTE C13	REAL
@ATTRIBUTE C14	REAL
@ATTRIBUTE C15	REAL
@ATTRIBUTE C16	REAL
@ATTRIBUTE C17	REAL
@ATTRIBUTE C18	REAL
@ATTRIBUTE C19	REAL
@ATTRIBUTE C20	REAL
@ATTRIBUTE C21	REAL
@ATTRIBUTE C22	REAL
@ATTRIBUTE C23	REAL
@ATTRIBUTE C24	REAL
@ATTRIBUTE C25	REAL
@ATTRIBUTE C26	REAL
@ATTRIBUTE C27	REAL
@ATTRIBUTE C28	REAL
@ATTRIBUTE C29	REAL
@ATTRIBUTE C30	REAL
@ATTRIBUTE C31	REAL
@ATTRIBUTE C32	REAL
@ATTRIBUTE C33	REAL
@ATTRIBUTE C34	REAL
@ATTRIBUTE C35	REAL
@ATTRIBUTE C36	REAL
@ATTRIBUTE C37	REAL
@ATTRIBUTE C38	REAL
@ATTRIBUTE C39	REAL
@ATTRIBUTE C40	REAL
@ATTRIBUTE C41	REAL
@ATTRIBUTE C42	REAL
@ATTRIBUTE C43	REAL
@ATTRIBUTE C44	REAL
@ATTRIBUTE C45	REAL
@ATTRIBUTE C46	REAL
@ATTRIBUTE C47	REAL
@ATTRIBUTE C48	REAL
@ATTRIBUTE C49	REAL
@ATTRIBUTE C50	REAL
@ATTRIBUTE C51	REAL
@ATTRIBUTE C52	REAL
@ATTRIBUTE C53	REAL
@ATTRIBUTE C54	REAL
@ATTRIBUTE C55	REAL
@ATTRIBUTE C56	REAL
@ATTRIBUTE C57	REAL
@ATTRIBUTE C58	REAL
@ATTRIBUTE C59	REAL
@ATTRIBUTE C60	REAL
@ATTRIBUTE C61	REAL
@ATTRIBUTE C62	REAL
@ATTRIBUTE C63	REAL
@ATTRIBUTE C64	REAL
@ATTRIBUTE C65	REAL
@ATTRIBUTE C66	REAL
@ATTRIBUTE C67	REAL
@ATTRIBUTE C68	REAL
@ATTRIBUTE C69	REAL
@ATTRIBUTE C70	REAL
@ATTRIBUTE C71	REAL
@ATTRIBUTE C72	REAL
@ATTRIBUTE C73	REAL
@ATTRIBUTE C74	REAL
@ATTRIBUTE C75	REAL
@ATTRIBUTE C76	REAL
@ATTRIBUTE C77	REAL
@ATTRIBUTE C78	REAL
@ATTRIBUTE C79	REAL
@ATTRIBUTE C80	REAL
@ATTRIBUTE C81	REAL
@ATTRIBUTE C82	REAL
@ATTRIBUTE C83	REAL
@ATTRIBUTE C84	REAL
@ATTRIBUTE C85	REAL
@ATTRIBUTE C86	REAL
@ATTRIBUTE C87	REAL
@ATTRIBUTE C88	REAL
@ATTRIBUTE C89	REAL
@ATTRIBUTE C90	REAL
@ATTRIBUTE C91	REAL
@ATTRIBUTE C92	REAL
@ATTRIBUTE C93	REAL
@ATTRIBUTE C94	REAL
@ATTRIBUTE C95	REAL
@ATTRIBUTE C96	REAL
@ATTRIBUTE C97	REAL
@ATTRIBUTE C98	REAL
@ATTRIBUTE C99	REAL
@ATTRIBUTE C100	REAL
@ATTRIBUTE C101	REAL
@ATTRIBUTE C102	REAL
@ATTRIBUTE C103	REAL
@ATTRIBUTE C104	REAL
@ATTRIBUTE C105	REAL
@ATTRIBUTE C106	REAL
@ATTRIBUTE C107	REAL
@ATTRIBUTE C108	REAL
@ATTRIBUTE C109	REAL
@ATTRIBUTE classe {corn,grain,acq,wheat,ship,money-fx,interest,earn,crude,trade}


@DATA
0, 0, 0.095, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.44, 0, 0, 0, 0.1706, 0, 0.006, 0, 0, 0.3133, 0, 0, 0, 0, 0, 0.0442, 0.1633, 0, 0, 0, 0, 0, 0, 0, 0, 0.265, 0.1323, 0, 0.4309, 0, 0, 0, 2.156, 0.0835, 0, 0, 0, 0, 0, 0, 0.134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.181, 0.3367, 0, 0, 0.0347, 0, 0, 4.08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.06, 0, 0, 0, 0.59, 0, 0.078, 0.1203, 0, 0, 0, 0, 0.0548, 0, 0,acq
0.0457, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2464, 0, 0.05, 0, 0, 0, 0, 0, 0, 0, 0.0657, 0, 0, 0, 0, 0, 0, 0.0122, 0, 0, 0, 0, 0, 0, 0.0857, 0.85, 0, 0.0333, 0, 0, 0, 0, 0, 0, 0, 0, 1.065, 0, 0, 0.2368, 0, 0, 0.0836, 0, 0.1364, 0.2668, 0, 0, 0, 0, 0, 0.0753, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.442, 0, 0.141, 0, 0, 0, 0.1333, 0, 0, 0.41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0231, 0, 0, 0, 0.3571, 0, 0, 0, 1.03, 0, 0, 0, 0, 0, 0,acq
0.1336, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0736, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1346, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0786, 0, 0, 0, 0, 0.0485, 0.0391, 0, 0, 0, 0, 0.14, 0, 0, 0, 0, 0, 0, 0, 0.3276, 4.65, 0, 0, 0.95, 0, 0, 0, 0, 0, 0, 0, 0.0413, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0244, 0, 0, 0, 0, 0, 0, 0.0697, 0, 0, 0, 0, 0.0548, 0, 0,acq
0, 0, 0, 0, 0, 4.75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2083, 0, 0, 0, 0.2022, 0.3929, 0, 0, 0.0034, 0, 0, 0, 0, 0, 0, 0.0693, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0013, 0, 0, 0, 0, 0, 0.14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1043, 0, 0.0973, 0, 1.03, 0.0335, 0, 0, 0.2156, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0056, 0, 0, 0.94, 0, 0, 0, 0, 0, 0, 0.0433, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.265, 0.0645, 0, 0, 0, 0, 0.0569, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0829, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.035, 0, 0, 1.81, 0, 0, 0, 0, 0, 0.3333, 0, 0, 0, 0, 0.0356, 0, 0, 0, 0.4971, 0, 0, 0, 1.03, 0, 0, 0, 0, 0, 0,acq
0.0546, 0, 0.0888, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0541, 0, 0, 0, 0, 0, 0, 0, 0.1743, 0, 2.12, 0, 0, 0.1925, 0, 0.0103, 0, 0, 0, 0, 0, 0, 0.12, 0, 0, 0.1246, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0.0896, 0.0828, 0, 0, 0.137, 0.1264, 0, 0.0437, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.899, 0, 0, 0, 0.216, 0, 0.1579, 0.41, 0, 0, 0, 0, 0, 0.3333, 0, 0, 0, 0, 0.14, 0, 0, 0, 0.2157, 0, 0, 0.0697, 0, 0, 0, 0, 0, 0, 0,acq
0.1086, 0, 0.0706, 0, 0, 0, 0, 0, 1.575, 0, 0, 0.0857, 0, 0, 0, 0, 0, 0.0745, 0, 0, 0, 0, 0.1625, 0, 0, 0, 0.1988, 0, 0.0058, 0, 0, 0, 0, 1.54, 0, 0, 0, 0, 0.2096, 0, 0, 0, 0.1744, 0, 0, 0, 0, 1.325, 0, 0.773, 0.195, 0, 0, 0.0317, 0, 0.0497, 0, 0, 0, 0.117, 0, 0.705, 0.0523, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.95, 0, 0, 0, 0.09, 0, 0, 0, 1.2463, 0, 0, 3.675, 0.1042, 0, 0, 0, 0, 0, 0, 0, 1.135, 0, 0.0714, 0, 0, 0, 0.7686, 0, 0, 0, 0, 0, 0, 0, 0.1432, 0, 0,acq
0, 0, 0.1581, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8422, 0, 0, 0, 0.0028, 0, 0, 0, 1.11, 0, 0, 0, 0, 0, 0.0729, 0, 0, 0.606, 0, 0, 0, 0, 0, 0.265, 0, 0.257, 0.3064, 0, 0, 0, 0, 0.1017, 0, 0, 0, 0, 0, 0.14, 0, 0, 0, 0, 0, 1.26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.214, 0, 0, 0, 1.575, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1217, 0, 0, 0, 1.2114, 0, 0.3987, 0, 0, 0.05, 0, 0, 0, 0, 0,acq
0.0679, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0494, 0, 0.0032, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0775, 0, 0.0933, 0, 0, 0, 0, 0, 0.209, 0, 0, 0, 0.1459, 0, 0, 0.0417, 0, 0.0862, 0.0317, 0, 0, 0, 0, 0, 0.0397, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.035, 0, 0, 1.4, 0, 0, 2.05, 0.262, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5057, 1.02, 0, 0.0348, 0, 0, 0, 0, 0, 0, 0,acq
0, 0, 0.14, 0, 0, 0, 0, 0.275, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1929, 0.0513, 1.32, 0.0067, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0829, 0, 0, 0, 0.1056, 0, 0, 0, 0, 0, 0, 0, 0.1882, 0, 0.74, 0, 0, 0.0728, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.222, 0, 0.415, 0, 0, 0, 0.0417, 0, 0, 0.585, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0231, 0, 0, 0, 0, 1.02, 0.0913, 0.0558, 0, 0.0575, 0, 0, 0, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1925, 0, 0, 0, 0, 0.0026, 0, 0, 0.3133, 0, 0, 0, 0, 0, 0, 0.0367, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.514, 0.2555, 0, 0, 0, 0, 0.0502, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5413, 0, 0, 0, 0, 0, 0, 0, 1.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0257, 0, 0, 0, 1.03, 0.0335, 0, 0, 0, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1156, 0, 0, 0, 0.0745, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0095, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1067, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1469, 0, 0.1423, 0, 0, 0.0292, 0, 0.1353, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.108, 0, 2.14, 0, 0, 0, 0.0347, 0, 0.1579, 0, 0.1992, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.02, 0, 0, 0, 0, 0, 0, 0, 0, 0,acq
0, 0, 0.095, 0, 0, 0, 0, 0, 0, 0, 0, 0.1643, 0, 0.0744, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0856, 0, 0.0159, 0, 0, 0, 0, 0, 0, 0.0507, 0, 0.0555, 0.1921, 0, 0.1275, 0.326, 0.1056, 0, 0, 0, 0.257, 0.265, 0, 0, 0.0745, 0, 0, 0.0947, 0, 0.1273, 0.2121, 0, 0, 0, 0, 0.14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.886, 0, 1.131, 0, 0, 0, 0, 0, 0, 0.585, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0981, 0, 0, 0, 0, 1.02, 0, 0.0688, 0, 0, 0, 0, 0.076, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0494, 0, 0.0017, 0, 0, 0, 0, 0, 0, 0.345, 0, 0, 0.0354, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0809, 0, 0, 0, 0, 0, 0.14, 0.0477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.886, 0, 0, 0, 0, 0, 0.221, 0, 0, 1.4, 0, 1.455, 0, 0.788, 0, 0, 0, 0, 0, 0.4725, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0917, 0,acq
0.0418, 0, 0.4831, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1006, 0, 0.0138, 0, 0, 0, 0, 0, 0, 0.1386, 0.85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.265, 0, 0, 0, 0, 0, 0.0394, 0, 0.0406, 0, 0, 0, 0, 0, 0, 0.0513, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.41, 0, 0, 0, 0, 0, 0, 0, 0.2229, 0.565, 0, 0.0961, 0.56, 0, 0, 0.1414, 0, 0, 0, 0, 0.0335, 0, 0, 0, 0, 0,acq
0, 0, 0, 0, 0, 1.58, 0.8867, 0, 0, 0, 0, 0.1679, 0, 0.1304, 0, 0, 0, 0.0745, 0, 0, 0, 0, 0.6425, 0, 0, 0, 0.0712, 0, 0.0268, 0, 0, 0, 0, 0, 0, 0.0693, 0, 0, 0.0354, 0, 0, 0, 0, 0, 0, 0, 0, 0.265, 0, 0, 0.0464, 0.22, 0, 0, 0, 0.1379, 0, 0, 0, 0.22, 0, 0.14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.39, 0, 0, 0, 0, 0, 0, 0.7157, 0, 0, 0.41, 0.1158, 0, 0, 0, 0, 0, 0, 0, 0, 0.235, 0, 0, 0, 0.18, 0.2529, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,acq
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1179, 0, 0.0648, 0, 0, 0, 0, 0, 2.7, 0, 0, 0, 0, 0, 0, 0, 0, 0.0008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2838, 0, 0.2773, 0, 0, 0, 0, 0.0613, 0, 0, 0, 0, 0, 0, 0.1227, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.283, 0, 0, 0, 0.7837, 0, 0, 1.98, 0.0783, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,acq
0.2325, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.65, 0.0087, 0, 0, 0, 0, 0, 0, 0.0693, 0, 0, 0.0363, 0, 0.0933, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0645, 0, 0, 0.0636, 0, 0.1171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.63, 0, 0, 0, 0, 0, 0.95, 0, 0, 0, 0, 0.4567, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3333, 0, 0, 0, 0, 0.0953, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,acq
0.1107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1014, 0, 0, 0, 0, 0, 0.0736, 0, 0, 0, 0.1436, 0, 0, 0, 0, 0.0994, 0, 0.0052, 0, 0, 0.3133, 0, 0, 0, 0, 0, 0, 0.0392, 0, 0, 0.326, 0, 0, 0, 0, 0, 0, 0, 0, 0.1368, 0.1714, 0, 0, 0, 0.2393, 0, 0, 0, 0, 0, 0, 0.0697, 0, 0, 0, 0, 1.26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.09, 0, 0, 0, 0, 0, 0, 2.86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0244, 0, 0, 0, 2.32, 0, 0, 0, 0, 0.0335, 0, 0, 0, 0, 0,acq
0.0343, 0, 0, 0, 0.985, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35, 0, 0, 0, 0, 0, 0, 0.2331, 0, 0.0094, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1533, 0, 0, 0, 0, 0, 0, 0.265, 0, 0, 0.0318, 0, 0, 0, 0, 0.1346, 0, 0, 0, 0, 0, 0, 0.0433, 0, 0, 0, 0, 1.26, 0, 0, 0, 0, 0, 0, 0, 0.442, 0.1325, 0, 0.4567, 0, 0, 0.076, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.18, 0.1114, 0, 0, 0.1836, 0, 0.0335, 0, 0, 0, 0.0572, 0,acq
0.0418, 0, 0, 0, 0, 0, 0.2767, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5393, 0, 0, 0, 0, 0, 0, 0.0193, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1183, 1.5, 0.125, 0, 0.0706, 0, 0, 0, 0, 0.265, 0, 0.244, 0.05, 0, 0, 0, 0, 0.1074, 0.0547, 0, 0, 0, 0, 0, 0.0373, 0, 0, 0, 0, 0, 0, 0.1118, 0, 1.0957, 0, 0, 0, 0.222, 0.5375, 0.707, 0, 1.62, 0, 0, 0.2983, 0.1543, 0.41, 0.1783, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0367, 0, 0, 0.3567, 0.4614, 0, 0, 0.123, 0, 0.107, 0, 0, 0, 0.26, 0,acq
0.2064, 0, 0.085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0736, 0, 0, 0, 0, 0, 0, 0, 0, 0.0494, 1.435, 0.0051, 0, 0, 0.3133, 0, 0, 0, 0, 0, 0.0603, 0.1829, 0, 0, 0, 0.1411, 0, 0, 0, 0, 0, 0.4123, 0, 0.1655, 0, 0, 0, 0, 0.2101, 0, 0, 0, 0, 0, 0, 0.0397, 0, 0, 0, 0, 0.63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.04, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0244, 0, 0, 0, 1.69, 0, 0, 0.0348, 0, 0.0335, 0, 0, 0.088, 0, 0,acq
0, 0, 0.095, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0736, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.215, 0.0127, 0, 0, 0, 0, 0, 0, 0, 0.85, 0, 0, 0, 0, 0.326, 0, 0, 0, 0, 0, 0, 0, 0, 0.0423, 0, 0, 0, 0, 0.0526, 0.1221, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.354, 0, 0, 0, 0, 0, 0, 0.585, 0, 0, 0, 0, 0, 0.3333, 0, 0, 0, 0, 0.0244, 0, 0, 0, 0, 0, 0, 0.0348, 0, 0, 0, 0, 0, 0, 0,acq
0.1868, 0, 0.0694, 0, 0, 0, 0, 0.275, 0, 0, 0, 0.0821, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8038, 0, 0, 0, 1.32, 0.0063, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0933, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2486, 0, 0, 0, 0, 0.1307, 0.0698, 0, 0, 0, 0, 0, 0.047, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1325, 0.09, 0, 0, 0, 0.2733, 0, 0.1686, 0.585, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1043, 0, 0, 0, 0, 0.0575, 0, 0, 0, 0, 0,acq
0.3507, 0, 0.085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0139, 0, 0, 0, 0, 0, 0, 0.1014, 0, 0, 0.1288, 0, 0, 0.326, 0, 0, 0, 0, 0, 0, 0, 0, 0.0509, 0, 0, 0.1069, 0, 0.1119, 0, 0, 0, 0, 0, 0, 0.0377, 0, 0, 0, 0, 0.63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3733, 0, 0, 0, 0, 0, 0, 0.0708, 0, 0, 0.99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4171, 0, 0.4787, 0.0964, 0, 0.135, 0, 0, 0, 0, 0,acq
0, 0, 0.0706, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.185, 0, 0, 0, 0, 0.0328, 0, 0, 0, 0, 0, 0, 0.0397, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.141, 0, 0, 0, 0, 0, 0, 0.41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3229, 0, 0, 0.0312, 0, 0.0575, 0, 0, 0, 0, 0,acq
0.0679, 0, 0, 0, 0.705, 0, 0, 0, 0, 0, 0, 0, 0, 0.0952, 0, 0, 0, 0, 0, 0, 0, 0.2636, 0, 0, 0, 0, 0, 0, 0.002, 0, 0, 0, 0, 0, 0, 0.0693, 0, 0.0442, 0, 0, 0.1275, 0, 0, 0, 0, 0, 0.184, 0, 0, 0, 0.1182, 0, 2.955, 0, 0, 0.247, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.95, 0, 0, 0, 0.239, 3.3633, 0, 0, 0, 0, 0, 0.41, 0.1042, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1606, 0, 0, 0.7167, 0.3571, 0, 0.078, 0.1782, 2.06, 0, 0, 0, 0, 0, 0,acq
0, 0, 0.1388, 0, 0, 0, 0, 0, 0, 0, 0, 0.0821, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1025, 0, 0.0035, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0933, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.18, 0.1714, 0, 0, 0, 0.0685, 0.0381, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1717, 0.442, 0, 0.51, 0, 0, 0, 0.106, 0, 0.075, 1.98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3571, 0, 0, 0, 1.03, 0.0335, 0, 0, 0, 0, 0,acq
0, 0, 0.1256, 0, 2.95, 0, 0, 0, 0, 0, 0, 0, 0, 0.0496, 0, 0, 0, 0.1482, 0, 1.35, 0, 0, 0.5863, 0, 0, 0, 0.0513, 0, 0.0159, 0, 0, 0, 4.43, 0, 0, 0, 0, 0, 0.1617, 0, 0, 0, 0.0906, 0, 1.49, 0, 0, 0, 0, 0, 0.0564, 0, 0, 0, 0, 0.0548, 0.0306, 0, 0, 0, 0, 0, 0.0477, 0, 0, 0, 0, 0, 0, 0.1118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6473, 0.895, 0, 0, 0.1042, 0, 0, 0, 0, 0.6967, 0, 0, 0, 0, 0, 0, 0, 0.7167, 0, 0, 0.1753, 0, 0, 0, 0, 0, 0.0596, 0, 0,acq
0, 0, 0.1469, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1979, 0, 0, 0, 0, 0.0513, 0, 0.0033, 0, 0, 0, 0, 0, 0, 0.0507, 0, 0, 0.0367, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0782, 0, 0, 0.0833, 0, 0.1348, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.664, 0, 4.429, 0, 0, 0, 0, 0, 0, 0.995, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0356, 0, 0, 0.3567, 0, 0, 0.3233, 0, 1.03, 0.0835, 0, 0, 0.2156, 0, 0,acq
0, 0, 0.18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0513, 0.715, 0.0055, 0, 0, 0, 0, 0, 0, 0, 0, 0.0555, 0.1525, 0, 0, 0, 0.0906, 0, 0, 0, 0, 0, 0.1723, 0.193, 0.0845, 0, 0, 0, 0, 0.0658, 0.1211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2663, 1.539, 0, 0, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1575, 0, 0, 0.18, 0, 0, 0, 0, 0, 0.0685, 0, 0, 0.1264, 0, 0,acq
